Orthogroup	Acinetobacter_baumannii	Mycobacterium_leprae	Mycobacterium_tuberculosis	Neisseria_gonorrhoeae	Pseudomonas_aeruginosa	Salmonella_enterica
OG0001148					g1524.t1, g1681.t1, g3981.t1, g836.t1	
OG0001149					g1305.t1, g2884.t1, g850.t1	g1245.t1
OG0001150					g1196.t1, g5053.t1, g873.t1	g1984.t1
OG0001151					g2982.t1, g5252.t1, g903.t1	g2196.t1
OG0001152					g3204.t1, g3205.t1, g997.t1	g2569.t1
OG0001153					g1029.t1, g5072.t1	g1006.t1, g2474.t1
OG0001154					g1085.t1, g4956.t1, g5003.t1	g3322.t1
OG0001155					g1086.t1, g4955.t1, g5004.t1	g3323.t1
OG0001156					g1087.t1, g4954.t1, g5005.t1	g3324.t1
OG0001157					g1088.t1, g4953.t1, g5006.t1	g3325.t1
OG0001158					g1089.t1, g5007.t1	g3326.t1, g3328.t1
OG0001159					g1146.t1, g2058.t1, g2584.t1, g3456.t1	
OG0001160					g1254.t1, g1309.t1, g1794.t1, g1860.t1	
OG0001161					g1267.t1	g2865.t1, g3427.t1, g493.t1
OG0001162					g1303.t1, g2126.t1, g2630.t1	g2403.t1
OG0001163					g1306.t1, g1787.t1, g4675.t1	g2233.t1
OG0001164					g1375.t1, g2340.t1, g3652.t1	g461.t1
OG0001165					g1413.t1, g2011.t1, g2415.t1, g3676.t1	
OG0001166					g1506.t1, g3655.t1	g2768.t1, g3286.t1
OG0001167					g1535.t1, g4809.t1	g3607.t1, g3971.t1
OG0001168					g1567.t1, g1571.t1, g2296.t1, g2519.t1	
OG0001169					g1568.t1, g1572.t1, g1883.t1, g4216.t1	
OG0001170					g1613.t1, g1614.t1, g5347.t1	g3692.t1
OG0001171					g1621.t1, g1909.t1, g1965.t1, g2417.t1	
OG0001172					g1836.t1, g1837.t1, g2092.t1	g2072.t1
OG0001173					g1845.t1	g2388.t1, g3997.t1, g651.t1
OG0001174					g1948.t1, g2816.t1, g3493.t1, g5416.t1	
OG0001175					g2005.t1, g3376.t1	g3396.t1, g3996.t1
OG0001176					g2040.t1, g2510.t1, g3918.t1	g2034.t1
OG0001177					g2186.t1, g2232.t1	g1408.t1, g1615.t1
OG0001178					g2271.t1, g3622.t1	g1948.t1, g1966.t1
OG0001179					g2345.t1, g2974.t1, g4228.t1	g2468.t1
OG0001180					g2359.t1	g2188.t1, g3305.t1, g3455.t1
OG0001181					g2389.t1, g4008.t1	g241.t1, g476.t1
OG0001182					g2429.t1, g4143.t1, g4679.t1	g880.t1
OG0001183					g2437.t1, g4250.t1, g4303.t1	g1123.t1
OG0001184					g2478.t1, g4668.t1, g5035.t1	g4058.t1
OG0001185					g2497.t1, g2727.t1	g277.t1, g278.t1
OG0001186					g2521.t1, g2989.t1	g1132.t1, g1561.t1
OG0001187					g2539.t1	g1521.t1, g2093.t1, g735.t1
OG0001188					g2666.t1, g2826.t1, g3540.t1	g1153.t1
OG0001189					g2744.t1, g3535.t1, g4709.t1	g551.t1
OG0001190					g2749.t1, g2765.t1, g4259.t1	g1469.t1
OG0001191					g2846.t1, g5306.t1, g5492.t1	g3849.t1
OG0001192					g2957.t1, g3786.t1, g4159.t1	g2117.t1
OG0001193					g2971.t1, g4123.t1, g4798.t1	g201.t1
OG0001194					g3242.t1, g3827.t1, g4935.t1	g2189.t1
OG0001195					g3421.t1, g4981.t1, g5413.t1	g902.t1
OG0001196					g3499.t1, g4091.t1	g2040.t1, g3975.t1
OG0001197					g3851.t1	g2946.t1, g3432.t1, g3784.t1
OG0001198					g3852.t1	g2947.t1, g3430.t1, g3783.t1
OG0001199					g3990.t1	g1496.t1, g1996.t1, g3049.t1
OG0001200					g4243.t1	g189.t1, g549.t1, g705.t1
OG0001201					g4407.t1, g4787.t1, g5218.t1, g5219.t1	
OG0001202					g4549.t1	g3033.t1, g3096.t1, g3541.t1
OG0001203					g4590.t1	g1582.t1, g1630.t1, g3389.t1
OG0001204					g4748.t1	g1174.t1, g1292.t1, g2019.t1
OG0001205					g4776.t1, g5317.t1	g104.t1, g397.t1
OG0001206					g4896.t1	g2202.t1, g4042.t1, g903.t1
OG0001207					g5015.t1, g5208.t1	g3402.t1, g528.t1
OG0001208					g5125.t1, g5319.t1	g1380.t1, g306.t1
OG0001209					g5220.t1	g1288.t1, g3735.t1, g3886.t1
OG0001210						g16.t1, g2387.t1, g30.t1, g3517.t1
OG0001211						g32.t1, g3834.t1, g4095.t1, g460.t1
OG0001212						g105.t1, g2565.t1, g3616.t1, g424.t1
OG0001213						g1510.t1, g159.t1, g2709.t1, g4075.t1
OG0001214						g1074.t1, g1438.t1, g2215.t1, g351.t1
OG0001215						g1326.t1, g1933.t1, g3011.t1, g480.t1
OG0001216						g1348.t1, g2390.t1, g3353.t1, g660.t1
OG0001217						g1363.t1, g3128.t1, g4003.t1, g697.t1
OG0001218						g2090.t1, g2441.t1, g842.t1, g956.t1
OG0001219						g1749.t1, g2439.t1, g844.t1, g958.t1
OG0001220						g1081.t1, g2448.t1, g2538.t1, g950.t1
OG0001221						g1010.t1, g2661.t1, g2668.t1, g3998.t1
OG0001222						g1400.t1, g1435.t1, g2866.t1, g3467.t1
OG0001223						g1429.t1, g1672.t1, g2639.t1, g2924.t1
OG0001224						g1557.t1, g1651.t1, g2346.t1, g2347.t1
OG0001225	g12.t1				g5206.t1	g4107.t1
OG0001226	g17.t1				g991.t1	g423.t1
OG0001227	g23.t1				g785.t1	g2407.t1
OG0001228	g28.t1				g849.t1	g3221.t1
OG0001229	g29.t1		g64.t1		g2665.t1	
OG0001230	g30.t1				g2664.t1	g1156.t1
OG0001231	g32.t1				g3374.t1	g93.t1
OG0001232	g39.t1				g2670.t1	g1150.t1
OG0001233	g48.t1				g4664.t1, g4693.t1	
OG0001234	g50.t1				g3108.t1	g990.t1
OG0001235	g57.t1				g4546.t1	g3093.t1
OG0001236	g81.t1				g4566.t1	g3147.t1
OG0001237	g94.t1				g3307.t1	g1698.t1
OG0001238	g111.t1				g1863.t1, g4210.t1	
OG0001239	g122.t1				g3038.t1	g921.t1
OG0001240	g126.t1				g604.t1	g89.t1
OG0001241	g138.t1				g1838.t1	g250.t1
OG0001242	g143.t1				g5022.t1	g2945.t1
OG0001243	g150.t1				g5227.t1	g3463.t1
OG0001244	g151.t1	g875.t1	g1283.t1			
OG0001245	g153.t1				g4813.t1	g181.t1
OG0001246	g166.t1				g3012.t1	g792.t1
OG0001247	g172.t1				g3178.t1	g3302.t1
OG0001248	g183.t1				g3256.t1	g1764.t1
OG0001249	g190.t1				g3873.t1	g2350.t1
OG0001250	g196.t1				g3980.t1	g4114.t1
OG0001251	g200.t1				g945.t1	g2276.t1
OG0001252	g207.t1				g3711.t1	g227.t1
OG0001253	g211.t1				g8.t1	g3414.t1
OG0001254	g216.t1				g4538.t1	g3084.t1
OG0001255	g235.t1				g2498.t1, g42.t1	
OG0001256	g239.t1		g3123.t1		g428.t1	
OG0001257	g240.t1				g1875.t1	g3275.t1
OG0001258	g245.t1		g1832.t1		g4987.t1	
OG0001259	g248.t1				g4674.t1	g1206.t1
OG0001260	g256.t1				g5140.t1	g3257.t1
OG0001261	g259.t1				g5301.t1	g3268.t1
OG0001262	g261.t1				g5401.t1	g2897.t1
OG0001263	g269.t1		g833.t1		g4232.t1	
OG0001264	g283.t1				g3074.t1	g3718.t1
OG0001265	g286.t1				g4838.t1	g3066.t1
OG0001266	g288.t1				g913.t1	g1213.t1
OG0001267	g289.t1				g912.t1	g1212.t1
OG0001268	g293.t1				g320.t1	g2846.t1
OG0001269	g300.t1				g4098.t1	g4108.t1
OG0001270	g302.t1				g1186.t1, g4070.t1	
OG0001271	g314.t1				g268.t1	g2590.t1
OG0001272	g321.t1				g2397.t1, g3515.t1	
OG0001273	g327.t1				g5111.t1	g149.t1
OG0001274	g345.t1				g5196.t1	g725.t1
OG0001275	g357.t1				g4844.t1	g3071.t1
OG0001276	g369.t1	g1159.t1	g2407.t1			
OG0001277	g371.t1				g4630.t1	g2483.t1
OG0001278	g385.t1		g245.t1		g4878.t1	
OG0001279	g419.t1	g1636.t1	g1807.t1			
OG0001280	g420.t1					g1637.t1, g2598.t1
OG0001281	g436.t1				g2661.t1	g883.t1
OG0001282	g438.t1				g334.t1	g2847.t1
OG0001283	g444.t1				g3604.t1	g1331.t1
OG0001284	g447.t1				g3720.t1	g219.t1
OG0001285	g456.t1				g1544.t1	g2264.t1
OG0001286	g469.t1		g395.t1		g453.t1	
OG0001287	g491.t1				g4790.t1	g185.t1
OG0001288	g499.t1				g437.t1	g3835.t1
OG0001289	g505.t1	g687.t1			g656.t1	
OG0001290	g508.t1				g4944.t1	g3156.t1
OG0001291	g511.t1				g1335.t1	g411.t1
OG0001292	g516.t1		g1128.t1		g2593.t1	
OG0001293	g519.t1				g2580.t1	g4102.t1
OG0001294	g520.t1				g1810.t1	g154.t1
OG0001295	g521.t1				g5038.t1	g4055.t1
OG0001296	g523.t1				g1818.t1	g637.t1
OG0001297		g35.t1	g290.t1, g3400.t1			
OG0001298		g37.t1	g288.t1, g2968.t1			
OG0001299		g303.t1, g44.t1	g3560.t1			
OG0001300		g52.t1			g1795.t1	g3818.t1
OG0001301		g579.t1, g60.t1	g3226.t1			
OG0001302		g561.t1, g81.t1	g3239.t1			
OG0001303		g83.t1, g84.t1, g85.t1				
OG0001304		g93.t1			g1402.t1	g669.t1
OG0001305		g110.t1	g2898.t1		g1007.t1	
OG0001306		g134.t1	g2812.t1, g953.t1			
OG0001307		g135.t1	g2749.t1, g952.t1			
OG0001308		g140.t1	g963.t1		g2944.t1	
OG0001309		g154.t1	g988.t1		g3372.t1	
OG0001310		g164.t1			g3020.t1	g1120.t1
OG0001311		g170.t1			g3107.t1	g3073.t1
OG0001312		g172.t1			g3710.t1	g231.t1
OG0001313		g187.t1	g3549.t1		g4361.t1	
OG0001314		g200.t1	g1003.t1, g578.t1			
OG0001315		g203.t1	g1005.t1			g3618.t1
OG0001316		g206.t1	g1009.t1, g1219.t1			
OG0001317		g235.t1	g410.t1		g4634.t1	
OG0001318		g242.t1	g431.t1		g4783.t1	
OG0001319		g259.t1			g2447.t1	g1771.t1
OG0001320		g267.t1	g3457.t1		g4995.t1	
OG0001321		g268.t1	g3453.t1, g3494.t1			
OG0001322		g315.t1	g2475.t1		g4390.t1	
OG0001323		g338.t1			g1850.t1	g2224.t1
OG0001324		g341.t1			g4440.t1	g3270.t1
OG0001325		g385.t1	g1357.t1		g2354.t1	
OG0001326		g386.t1	g1369.t1		g410.t1	
OG0001327		g412.t1	g1407.t1, g2953.t1			
OG0001328		g415.t1	g1412.t1			g736.t1
OG0001329		g430.t1			g3759.t1	g3848.t1
OG0001330		g438.t1	g1446.t1		g117.t1	
OG0001331		g443.t1	g1451.t1			g1272.t1
OG0001332		g444.t1	g1452.t1			g1274.t1
OG0001333		g445.t1	g1453.t1			g1273.t1
OG0001334		g455.t1	g2379.t1		g1754.t1	
OG0001335		g456.t1	g2378.t1		g1755.t1	
OG0001336		g469.t1	g2086.t1, g2344.t1			
OG0001337		g490.t1	g3145.t1, g62.t1			
OG0001338		g497.t1	g3092.t1		g5089.t1	
OG0001339		g498.t1	g3091.t1		g5090.t1	
OG0001340		g514.t1	g3299.t1		g396.t1	
OG0001341		g519.t1	g3294.t1			g3369.t1
OG0001342		g543.t1	g3263.t1, g912.t1			
OG0001343		g552.t1	g134.t1, g3253.t1			
OG0001344		g554.t1	g3250.t1			g1516.t1
OG0001345		g563.t1	g1215.t1, g3237.t1			
OG0001346		g564.t1	g3235.t1			g498.t1
OG0001347		g581.t1	g3224.t1		g1106.t1	
OG0001348		g592.t1	g3214.t1			g1362.t1
OG0001349		g606.t1	g3189.t1		g4982.t1	
OG0001350		g615.t1	g3184.t1		g2950.t1	
OG0001351		g625.t1	g2472.t1, g3168.t1			
OG0001352		g662.t1	g2732.t1		g4284.t1	
OG0001353		g668.t1	g2187.t1		g3390.t1	
OG0001354		g679.t1	g2173.t1		g110.t1	
OG0001355		g683.t1	g2168.t1		g4515.t1	
OG0001356		g685.t1	g2166.t1		g1757.t1	
OG0001357		g698.t1	g2150.t1		g2901.t1	
OG0001358		g729.t1	g1796.t1, g447.t1			
OG0001359		g739.t1	g1109.t1		g4072.t1	
OG0001360		g745.t1	g1117.t1, g1421.t1			
OG0001361		g788.t1	g2664.t1		g2802.t1	
OG0001362		g790.t1	g2660.t1			g3440.t1
OG0001363		g812.t1	g1190.t1		g3738.t1	
OG0001364		g815.t1	g1194.t1		g5017.t1	
OG0001365		g816.t1	g1195.t1		g2951.t1	
OG0001366		g823.t1	g1202.t1			g3299.t1
OG0001367		g832.t1	g1224.t1			g3935.t1
OG0001368		g846.t1	g1240.t1, g3432.t1			
OG0001369		g847.t1	g1242.t1, g229.t1			
OG0001370		g852.t1			g2520.t1	g3051.t1
OG0001371		g857.t1	g1252.t1, g2185.t1			
OG0001372		g868.t1	g1268.t1			g1165.t1
OG0001373		g876.t1	g1284.t1			g2.t1
OG0001374		g884.t1	g1292.t1			g3627.t1
OG0001375		g889.t1	g1297.t1			g3622.t1
OG0001376		g891.t1	g1299.t1			g3620.t1
OG0001377		g905.t1	g1317.t1		g2191.t1	
OG0001378		g912.t1	g1323.t1		g1502.t1	
OG0001379		g934.t1	g2488.t1			g2406.t1
OG0001380		g960.t1	g1577.t1		g5010.t1	
OG0001381		g969.t1	g1509.t1, g3430.t1			
OG0001382		g975.t1	g2448.t1			g2950.t1
OG0001383		g978.t1	g2441.t1		g3128.t1	
OG0001384		g991.t1	g1591.t1			g1654.t1
OG0001385		g1003.t1	g1605.t1			g892.t1
OG0001386		g1011.t1	g2111.t1			g728.t1
OG0001387		g1057.t1			g3039.t1	g920.t1
OG0001388		g1071.t1	g1692.t1		g3261.t1	
OG0001389		g1072.t1	g1693.t1		g3260.t1	
OG0001390		g1078.t1	g1699.t1		g2116.t1	
OG0001391		g1081.t1	g1750.t1		g5428.t1	
OG0001392		g1093.t1	g1619.t1			g1527.t1
OG0001393		g1100.t1	g1629.t1			g3501.t1
OG0001394		g1111.t1	g1642.t1			g3134.t1
OG0001395		g1115.t1	g2258.t1			g3794.t1
OG0001396		g1125.t1	g2017.t1, g748.t1			
OG0001397		g1128.t1	g1848.t1, g2022.t1			
OG0001398		g1151.t1	g2386.t1		g853.t1	
OG0001399		g1179.t1	g2256.t1, g2433.t1			
OG0001400		g1224.t1	g1775.t1, g289.t1			
OG0001401		g1241.t1	g2804.t1			g2582.t1
OG0001402		g1243.t1	g2809.t1		g300.t1	
OG0001403		g1262.t1			g2103.t1, g5100.t1	
OG0001404		g1275.t1	g2864.t1, g72.t1			
OG0001405		g1286.t1	g2871.t1		g1543.t1	
OG0001406		g1295.t1	g2204.t1		g3834.t1	
OG0001407		g1352.t1	g2959.t1			g3792.t1
OG0001408		g1354.t1	g2961.t1		g4567.t1	
OG0001409		g1370.t1	g1953.t1, g2988.t1			
OG0001410		g1383.t1	g3003.t1			g2604.t1
OG0001411		g1393.t1, g1395.t1	g1343.t1			
OG0001412		g1402.t1	g3018.t1			g649.t1
OG0001413		g1407.t1	g2284.t1		g2568.t1	
OG0001414		g1421.t1	g2231.t1		g3585.t1	
OG0001415		g1423.t1	g2243.t1			g3563.t1
OG0001416		g1432.t1	g2006.t1, g254.t1			
OG0001417		g1435.t1	g1481.t1, g1485.t1			
OG0001418		g1443.t1	g1472.t1		g3133.t1	
OG0001419		g1495.t1	g451.t1, g663.t1			
OG0001420		g1496.t1	g660.t1			g2061.t1
OG0001421		g1503.t1	g640.t1		g3658.t1	
OG0001422		g1516.t1	g500.t1, g629.t1			
OG0001423		g1518.t1	g626.t1		g1771.t1	
OG0001424		g1544.t1	g1086.t1			g3814.t1
OG0001425		g1548.t1	g1082.t1		g3996.t1	
OG0001426		g1556.t1			g4322.t1	g3183.t1
OG0001427		g1558.t1			g2660.t1	g889.t1
OG0001428		g1564.t1	g1954.t1			g4026.t1
OG0001429		g1583.t1	g1340.t1, g1886.t1			
OG0001430		g1593.t1	g1523.t1, g1874.t1			
OG0001431		g1611.t1	g1143.t1, g1850.t1			
OG0001432		g1620.t1	g1835.t1, g43.t1			
OG0001433		g1626.t1	g1823.t1			g137.t1
OG0001434		g1642.t1	g117.t1, g1800.t1			
OG0001435		g1651.t1	g1045.t1, g915.t1			
OG0001436		g1658.t1	g648.t1, g902.t1			
OG0001437		g1660.t1	g1535.t1, g898.t1			
OG0001438		g1673.t1	g890.t1		g3253.t1	
OG0001439		g1704.t1	g842.t1			g2246.t1
OG0001440		g1717.t1	g276.t1, g815.t1			
OG0001441		g1734.t1	g3070.t1, g804.t1			
OG0001442		g1744.t1	g790.t1		g3310.t1	
OG0001443		g1745.t1	g780.t1		g2873.t1	
OG0001444		g1769.t1	g3438.t1			g1806.t1
OG0001445		g1771.t1	g537.t1			g2149.t1
OG0001446		g1777.t1	g543.t1			g2151.t1
OG0001447		g1783.t1	g549.t1			g2863.t1
OG0001448		g1784.t1	g550.t1			g2153.t1
OG0001449		g1814.t1			g3826.t1	g1708.t1
OG0001450		g1816.t1			g3565.t1	g1349.t1
OG0001451		g1829.t1	g3437.t1			g2991.t1
OG0001452		g1836.t1			g3177.t1	g2212.t1
OG0001453		g1843.t1			g1550.t1	g452.t1
OG0001454		g1849.t1			g1548.t1	g450.t1
OG0001455			g25.t1, g26.t1, g727.t1			
OG0001456			g51.t1		g5029.t1	g4084.t1
OG0001457			g53.t1		g5028.t1	g4085.t1
OG0001458			g55.t1		g5025.t1	g3951.t1
OG0001459			g108.t1		g3146.t1	g3287.t1
OG0001460			g112.t1		g6.t1	g244.t1
OG0001461			g113.t1, g614.t1			g709.t1
OG0001462			g136.t1		g5113.t1	g4100.t1
OG0001463			g1042.t1, g139.t1, g1654.t1			
OG0001464			g142.t1			g1384.t1, g198.t1
OG0001465			g1064.t1, g177.t1		g3899.t1	
OG0001466			g187.t1		g1749.t1	g2025.t1
OG0001467			g198.t1		g2757.t1, g3605.t1	
OG0001468			g206.t1			g1375.t1, g3343.t1
OG0001469			g209.t1		g388.t1	g2890.t1
OG0001470			g240.t1		g3065.t1	g1128.t1
OG0001471			g258.t1		g1294.t1	g1883.t1
OG0001472			g1498.t1, g294.t1		g2604.t1	
OG0001473			g320.t1		g3550.t1	g1982.t1
OG0001474			g329.t1		g2385.t1, g2606.t1	
OG0001475			g339.t1, g340.t1		g397.t1	
OG0001476			g370.t1		g1539.t1, g4708.t1	
OG0001477			g411.t1		g386.t1	g3874.t1
OG0001478			g1114.t1, g460.t1		g4156.t1	
OG0001479			g463.t1		g1648.t1, g3662.t1	
OG0001480			g477.t1		g3036.t1	g3860.t1
OG0001481			g480.t1			g1382.t1, g633.t1
OG0001482			g485.t1		g5463.t1	g367.t1
OG0001483			g487.t1		g2304.t1, g369.t1	
OG0001484			g497.t1		g5445.t1	g1934.t1
OG0001485			g1418.t1, g1900.t1, g498.t1			
OG0001486			g505.t1		g4755.t1	g1660.t1
OG0001487			g506.t1		g5362.t1	g3679.t1
OG0001488			g508.t1		g5344.t1	g341.t1
OG0001489			g518.t1		g134.t1	g2592.t1
OG0001490			g1710.t1, g572.t1, g726.t1			
OG0001491			g2823.t1, g3340.t1, g620.t1			
OG0001492			g623.t1		g4365.t1	g2780.t1
OG0001493			g624.t1		g4366.t1	g2781.t1
OG0001494			g625.t1		g4367.t1	g2783.t1
OG0001495			g644.t1			g1139.t1, g362.t1
OG0001496			g1550.t1, g1984.t1, g650.t1			
OG0001497			g1818.t1, g2813.t1, g653.t1			
OG0001498			g694.t1		g4340.t1	g3201.t1
OG0001499			g710.t1		g4327.t1	g3188.t1
OG0001500			g759.t1		g236.t1, g4571.t1	
OG0001501			g795.t1		g5063.t1	g2960.t1
OG0001502			g802.t1		g3023.t1	g1117.t1
OG0001503			g829.t1		g3854.t1	g1494.t1
OG0001504			g831.t1		g5176.t1	g1282.t1
OG0001505			g843.t1, g845.t1, g846.t1			
OG0001506			g972.t1		g4700.t1	g3177.t1
OG0001507			g1008.t1		g948.t1	g2744.t1
OG0001508			g1014.t1		g1657.t1	g653.t1
OG0001509			g1015.t1		g1656.t1	g654.t1
OG0001510			g1017.t1		g1653.t1	g657.t1
OG0001511			g1019.t1		g1655.t1	g655.t1
OG0001512			g1023.t1, g1024.t1, g3341.t1			
OG0001513			g1047.t1		g1325.t1	g291.t1
OG0001514			g1071.t1		g4927.t1	g2833.t1
OG0001515			g1091.t1, g2020.t1			g1515.t1
OG0001516			g1115.t1		g804.t1	g339.t1
OG0001517			g1204.t1, g1815.t1, g2751.t1			
OG0001518			g1231.t1, g2073.t1, g2821.t1			
OG0001519			g1273.t1		g4528.t1	g2725.t1
OG0001520			g1305.t1		g1709.t1	g1985.t1
OG0001521			g1507.t1		g786.t1	g1785.t1
OG0001522			g1531.t1		g1131.t1	g1154.t1
OG0001523			g1553.t1		g2202.t1	g1454.t1
OG0001524			g1554.t1		g2200.t1	g1453.t1
OG0001525			g1627.t1		g2787.t1	g1239.t1
OG0001526			g1664.t1		g3379.t1, g3449.t1	
OG0001527			g1722.t1		g1668.t1, g29.t1	
OG0001528			g1761.t1		g2203.t1	g3277.t1
OG0001529			g1794.t1		g1927.t1, g710.t1	
OG0001530			g1865.t1		g5283.t1	g1176.t1
OG0001531			g1877.t1		g5175.t1	g3756.t1
OG0001532			g1879.t1		g3765.t1	g1067.t1
OG0001533			g1911.t1		g2570.t1	g1569.t1
OG0001534			g1932.t1, g1996.t1, g3134.t1			
OG0001535			g1961.t1		g4447.t1	g2848.t1
OG0001536			g1988.t1, g1989.t1, g3182.t1			
OG0001537			g2000.t1		g4040.t1	g3791.t1
OG0001538			g2007.t1, g3077.t1, g3082.t1			
OG0001539			g2036.t1		g2963.t1	g1897.t1
OG0001540			g2041.t1		g2967.t1	g1890.t1
OG0001541			g2181.t1		g1298.t1	g1881.t1
OG0001542			g2225.t1, g3059.t1		g3086.t1	
OG0001543			g2269.t1		g3097.t1, g4282.t1	
OG0001544			g2276.t1		g3767.t1	g2377.t1
OG0001545			g2279.t1		g735.t1	g2549.t1
OG0001546			g2307.t1		g1179.t1	g2776.t1
OG0001547			g2345.t1		g2451.t1	g545.t1
OG0001548			g2352.t1		g4310.t1	g554.t1
OG0001549			g2357.t1		g392.t1	g2885.t1
OG0001550			g2361.t1		g1779.t1	g2736.t1
OG0001551			g2384.t1		g3201.t1	g421.t1
OG0001552			g2462.t1		g2286.t1, g3485.t1	
OG0001553			g2508.t1, g2509.t1, g2747.t1			
OG0001554			g2538.t1		g4807.t1	g2320.t1
OG0001555			g2595.t1		g4669.t1	g3282.t1
OG0001556			g2632.t1		g2885.t1	g1198.t1
OG0001557			g2675.t1		g4135.t1	g383.t1
OG0001558			g2679.t1		g2587.t1	g3000.t1
OG0001559			g2763.t1		g5132.t1	g3249.t1
OG0001560			g2785.t1		g4914.t1	g3944.t1
OG0001561			g2800.t1		g3521.t1, g4729.t1	
OG0001562			g2805.t1, g2806.t1			g2649.t1
OG0001563			g2844.t1		g2067.t1	g2990.t1
OG0001564			g2845.t1		g21.t1	g3172.t1
OG0001565			g2846.t1		g5392.t1	g3647.t1
OG0001566			g2848.t1		g5278.t1	g3767.t1
OG0001567			g2849.t1		g5279.t1	g3987.t1
OG0001568			g2872.t1		g969.t1	g1011.t1
OG0001569			g2907.t1, g2910.t1			g2574.t1
OG0001570			g2912.t1		g4396.t1	g1642.t1
OG0001571			g3023.t1		g1080.t1	g1184.t1
OG0001572			g3043.t1		g1885.t1	g1858.t1
OG0001573			g3064.t1		g3994.t1	g740.t1
OG0001574			g3099.t1		g2679.t1	g2171.t1
OG0001575			g3102.t1		g2681.t1	g2169.t1
OG0001576			g3106.t1		g2685.t1	g2165.t1
OG0001577			g3107.t1		g2686.t1	g2164.t1
OG0001578			g3108.t1		g2687.t1	g2163.t1
OG0001579			g3109.t1		g2688.t1	g2162.t1
OG0001580			g3110.t1		g2689.t1	g2161.t1
OG0001581			g3111.t1		g2690.t1	g2160.t1
OG0001582			g3153.t1		g5225.t1	g3461.t1
OG0001583			g3154.t1		g1849.t1	g3879.t1
OG0001584			g3160.t1		g4477.t1	g434.t1
OG0001585			g3291.t1		g3830.t1	g634.t1
OG0001586			g3376.t1		g4960.t1	g1486.t1
OG0001587			g3425.t1		g233.t1	g2477.t1
OG0001588			g3475.t1		g3825.t1	g67.t1
OG0001589			g3486.t1		g4208.t1	g1028.t1
OG0001590			g3503.t1		g1037.t1, g666.t1	
OG0001591			g3516.t1		g4921.t1	g1478.t1
OG0001592			g3517.t1		g4171.t1	g1021.t1
OG0001593					g40.t1, g65.t1	g1394.t1
OG0001594					g3915.t1, g46.t1	g2671.t1
OG0001595					g72.t1	g1407.t1, g3355.t1
OG0001596					g1688.t1, g85.t1	g267.t1
OG0001597					g90.t1	g265.t1, g266.t1
OG0001598					g168.t1, g238.t1	g381.t1
OG0001599					g193.t1	g3356.t1, g4017.t1
OG0001600					g224.t1, g4151.t1	g2905.t1
OG0001601					g243.t1, g2669.t1, g4928.t1	
OG0001602					g252.t1, g4201.t1	g1031.t1
OG0001603					g1528.t1, g267.t1, g5369.t1	
OG0001604					g1437.t1, g291.t1	g2862.t1
OG0001605					g1784.t1, g315.t1, g4771.t1	
OG0001606					g316.t1, g4747.t1	g1291.t1
OG0001607					g318.t1, g3545.t1	g1826.t1
OG0001608					g324.t1	g1410.t1, g2953.t1
OG0001609					g1425.t1, g325.t1, g3846.t1	
OG0001610					g337.t1, g4095.t1	g3043.t1
OG0001611					g361.t1, g5448.t1, g769.t1	
OG0001612					g424.t1, g4848.t1	g1177.t1
OG0001613					g449.t1, g483.t1	g487.t1
OG0001614					g460.t1	g1001.t1, g3233.t1
OG0001615					g468.t1, g846.t1	g3728.t1
OG0001616					g1020.t1, g491.t1	g2324.t1
OG0001617					g5358.t1, g546.t1	g1690.t1
OG0001618					g1517.t1, g558.t1	g484.t1
OG0001619					g4026.t1, g567.t1	g3349.t1
OG0001620					g2372.t1, g572.t1	g521.t1
OG0001621					g1224.t1, g599.t1	g3288.t1
OG0001622					g3147.t1, g600.t1	g85.t1
OG0001623					g2255.t1, g603.t1	g88.t1
OG0001624					g1206.t1, g608.t1	g91.t1
OG0001625					g4964.t1, g622.t1	g759.t1
OG0001626					g626.t1	g2523.t1, g3912.t1
OG0001627					g628.t1	g2521.t1, g3908.t1
OG0001628					g629.t1	g2520.t1, g3907.t1
OG0001629					g631.t1	g2515.t1, g3919.t1
OG0001630					g1218.t1, g659.t1	g3231.t1
OG0001631					g673.t1	g1769.t1, g4088.t1
OG0001632					g4827.t1, g4828.t1, g721.t1	
OG0001633					g3549.t1, g4086.t1, g738.t1	
OG0001634					g1056.t1, g747.t1	g3334.t1
OG0001635					g1512.t1, g752.t1	g1628.t1
OG0001636					g2250.t1, g763.t1	g2587.t1
OG0001637					g2252.t1, g765.t1	g2585.t1
OG0001638					g2795.t1, g776.t1	g2461.t1
OG0001639					g795.t1	g1046.t1, g3155.t1
OG0001640					g1380.t1, g2461.t1, g831.t1	
OG0001641					g2239.t1, g851.t1	g1335.t1
OG0001642					g4702.t1, g5265.t1, g898.t1	
OG0001643					g910.t1, g911.t1	g1211.t1
OG0001644					g2194.t1, g933.t1	g746.t1
OG0001645					g4597.t1, g949.t1	g3989.t1
OG0001646					g994.t1	g1037.t1, g27.t1
OG0001647					g1167.t1, g3940.t1, g996.t1	
OG0001648					g3203.t1, g998.t1	g2568.t1
OG0001649					g1016.t1, g5142.t1	g2328.t1
OG0001650					g1017.t1, g1581.t1	g3339.t1
OG0001651					g1081.t1, g2180.t1	g2935.t1
OG0001652					g1100.t1	g1101.t1, g3422.t1
OG0001653					g1107.t1	g1830.t1, g2572.t1
