Orthogroup	Pseudomonas_aeruginosa	Salmonella_enterica
OG0001931	g4710.t1, g4975.t1	
OG0001932	g4715.t1	g2058.t1
OG0001933	g4721.t1	g983.t1
OG0001934	g4735.t1	g2332.t1
OG0001935	g4736.t1	g2331.t1
OG0001936	g4744.t1	g455.t1
OG0001937	g4749.t1	g659.t1
OG0001938	g4751.t1	g3859.t1
OG0001939	g4753.t1	g1658.t1
OG0001940	g4754.t1	g1659.t1
OG0001941	g4755.t1	g1660.t1
OG0001942	g4757.t1	g1661.t1
OG0001943	g4758.t1	g1662.t1
OG0001944	g4759.t1	g1663.t1
OG0001945	g4760.t1	g2080.t1
OG0001946	g4761.t1	g1666.t1
OG0001947	g4762.t1	g1667.t1
OG0001948	g4765.t1	g166.t1
OG0001949	g4781.t1	g3151.t1
OG0001950	g4784.t1	g3656.t1
OG0001951	g4785.t1	g113.t1
OG0001952	g4788.t1	g2755.t1
OG0001953	g4790.t1	g185.t1
OG0001954	g4807.t1	g2320.t1
OG0001955	g4810.t1	g3857.t1
OG0001956	g4811.t1	g182.t1
OG0001957	g4813.t1	g181.t1
OG0001958	g4814.t1	g180.t1
OG0001959	g4818.t1	g179.t1
OG0001960	g4821.t1	g176.t1
OG0001961	g4822.t1	g175.t1
OG0001962	g4823.t1	g3927.t1
OG0001963	g4829.t1	g3945.t1
OG0001964	g4831.t1	g3057.t1
OG0001965	g4832.t1	g3058.t1
OG0001966	g4833.t1	g3059.t1
OG0001967	g4834.t1	g3060.t1
OG0001968	g4835.t1	g3061.t1
OG0001969	g4836.t1	g3062.t1
OG0001970	g4837.t1	g3063.t1
OG0001971	g4838.t1	g3066.t1
OG0001972	g4839.t1	g3810.t1
OG0001973	g4841.t1	g3068.t1
OG0001974	g4843.t1	g3070.t1
OG0001975	g4844.t1	g3071.t1
OG0001976	g4846.t1	g3072.t1
OG0001977	g4847.t1	g65.t1
OG0001978	g4849.t1	g64.t1
OG0001979	g4850.t1	g62.t1
OG0001980	g4853.t1	g2499.t1
OG0001981	g4856.t1	g2502.t1
OG0001982	g4857.t1	g2503.t1
OG0001983	g4858.t1	g2504.t1
OG0001984	g4859.t1	g2505.t1
OG0001985	g4861.t1	g3451.t1
OG0001986	g4871.t1	g1412.t1
OG0001987	g4877.t1	g2231.t1
OG0001988	g4883.t1, g4885.t1	
OG0001989	g4899.t1	g3441.t1
OG0001990	g4901.t1	g3762.t1
OG0001991	g4914.t1	g3944.t1
OG0001992	g4916.t1	g3898.t1
OG0001993	g4921.t1	g1478.t1
OG0001994	g4927.t1	g2833.t1
OG0001995	g4933.t1	g2870.t1
OG0001996	g4934.t1	g1593.t1
OG0001997	g4944.t1	g3156.t1
OG0001998	g4946.t1	g3157.t1
OG0001999	g4947.t1	g3158.t1
OG0002000	g4948.t1	g3889.t1
OG0002001	g4949.t1	g3888.t1
OG0002002	g4951.t1	g1634.t1
OG0002003	g4960.t1	g1486.t1
OG0002004	g4967.t1	g1986.t1
OG0002005	g4968.t1	g353.t1
OG0002006	g4970.t1	g1218.t1
OG0002007	g4973.t1	g3371.t1
OG0002008	g4984.t1	g3855.t1
OG0002009	g4987.t1	g2649.t1
OG0002010	g5001.t1	g1406.t1
OG0002011	g5012.t1	g1200.t1
OG0002012	g5014.t1	g1217.t1
OG0002013	g5022.t1	g2945.t1
OG0002014	g5025.t1	g3951.t1
OG0002015	g5026.t1	g4086.t1
OG0002016	g5028.t1	g4085.t1
OG0002017	g5029.t1	g4084.t1
OG0002018	g5030.t1	g4063.t1
OG0002019	g5032.t1	g4060.t1
OG0002020	g5037.t1	g4056.t1
OG0002021	g5038.t1	g4055.t1
OG0002022	g5039.t1	g4054.t1
OG0002023	g5040.t1	g4053.t1
OG0002024	g5042.t1	g4051.t1
OG0002025	g5043.t1	g4050.t1
OG0002026	g5044.t1	g4049.t1
OG0002027	g5045.t1	g4047.t1
OG0002028	g5046.t1	g4046.t1
OG0002029	g5047.t1	g1801.t1
OG0002030	g5051.t1	g4045.t1
OG0002031	g5056.t1	g505.t1
OG0002032	g5058.t1	g2951.t1
OG0002033	g5061.t1	g2958.t1
OG0002034	g5062.t1	g2959.t1
OG0002035	g5063.t1	g2960.t1
OG0002036	g5064.t1	g2961.t1
OG0002037	g5065.t1	g2962.t1
OG0002038	g5067.t1	g3877.t1
OG0002039	g5083.t1	g3482.t1
OG0002040	g5085.t1	g1542.t1
OG0002041	g5091.t1	g2977.t1
OG0002042	g5093.t1, g5101.t1	
OG0002043	g5098.t1	g2581.t1
OG0002044	g5105.t1	g3480.t1
OG0002045	g5106.t1	g3471.t1
OG0002046	g5108.t1	g3650.t1
OG0002047	g5109.t1	g2978.t1
OG0002048	g5110.t1	g148.t1
OG0002049	g5111.t1	g149.t1
OG0002050	g5113.t1	g4100.t1
OG0002051	g5114.t1	g3357.t1
OG0002052	g5118.t1	g1249.t1
OG0002053	g5129.t1	g3880.t1
OG0002054	g5132.t1	g3249.t1
OG0002055	g5133.t1	g3250.t1
OG0002056	g5134.t1	g3251.t1
OG0002057	g5140.t1	g3257.t1
OG0002058	g5141.t1	g2307.t1
OG0002059	g5144.t1	g3825.t1
OG0002060	g5145.t1	g3824.t1
OG0002061	g5146.t1	g1788.t1
OG0002062	g5148.t1	g3821.t1
OG0002063	g5149.t1	g3820.t1
OG0002064	g5152.t1, g5154.t1	
OG0002065	g5156.t1, g5157.t1	
OG0002066	g5159.t1	g3705.t1
OG0002067	g5160.t1	g3706.t1
OG0002068	g5161.t1	g3707.t1
OG0002069	g5162.t1	g1942.t1
OG0002070	g5164.t1	g3708.t1
OG0002071	g5165.t1	g3709.t1
OG0002072	g5166.t1	g3710.t1
OG0002073	g5173.t1	g1071.t1
OG0002074	g5175.t1	g3756.t1
OG0002075	g5181.t1	g2800.t1
OG0002076	g5188.t1	g722.t1
OG0002077	g5196.t1	g725.t1
OG0002078	g5201.t1	g724.t1
OG0002079	g5203.t1	g4036.t1
OG0002080	g5206.t1	g4107.t1
OG0002081	g5213.t1	g3737.t1
OG0002082	g5214.t1	g393.t1
OG0002083	g5215.t1	g3736.t1
OG0002084	g5217.t1	g761.t1
OG0002085	g5223.t1	g3454.t1
OG0002086	g5224.t1	g3460.t1
OG0002087	g5226.t1	g3462.t1
OG0002088	g5227.t1	g3463.t1
OG0002089	g5229.t1	g3464.t1
OG0002090	g5231.t1	g3465.t1
OG0002091	g5240.t1	g1938.t1
OG0002092	g5241.t1	g3327.t1
OG0002093	g5244.t1	g1981.t1
OG0002094	g5245.t1	g2891.t1
OG0002095	g5246.t1	g2892.t1
OG0002096	g5262.t1	g1955.t1
OG0002097	g5271.t1	g497.t1
OG0002098	g5273.t1	g4096.t1
OG0002099	g5274.t1	g3258.t1
OG0002100	g5275.t1	g3260.t1
OG0002101	g5276.t1	g2594.t1
OG0002102	g5278.t1	g3767.t1
OG0002103	g5280.t1, g5281.t1	
OG0002104	g5292.t1	g3264.t1
OG0002105	g5293.t1	g3262.t1
OG0002106	g5295.t1	g3261.t1
OG0002107	g5297.t1	g808.t1
OG0002108	g5298.t1	g1683.t1
OG0002109	g5301.t1	g3268.t1
OG0002110	g5303.t1	g2617.t1
OG0002111	g5304.t1	g2779.t1
OG0002112	g5305.t1	g1416.t1
OG0002113	g5309.t1	g2979.t1
OG0002114	g5311.t1	g466.t1
OG0002115	g5323.t1	g2841.t1
OG0002116	g5325.t1	g2843.t1
OG0002117	g5327.t1	g2844.t1
OG0002118	g5328.t1	g2845.t1
OG0002119	g5331.t1	g3346.t1
OG0002120	g5337.t1	g3714.t1
OG0002121	g5340.t1	g3662.t1
OG0002122	g5343.t1	g2335.t1
OG0002123	g5344.t1	g341.t1
OG0002124	g5345.t1	g2029.t1
OG0002125	g5346.t1	g3101.t1
OG0002126	g5348.t1	g356.t1
OG0002127	g5350.t1	g3696.t1
OG0002128	g5353.t1	g3225.t1
OG0002129	g5357.t1	g3878.t1
OG0002130	g5359.t1	g3676.t1
OG0002131	g5360.t1	g3677.t1
OG0002132	g5361.t1	g3678.t1
OG0002133	g5362.t1	g3679.t1
OG0002134	g5364.t1	g2018.t1
OG0002135	g5365.t1	g3852.t1
OG0002136	g5370.t1	g3689.t1
OG0002137	g5374.t1	g3680.t1
OG0002138	g5376.t1	g574.t1
OG0002139	g5377.t1	g3681.t1
OG0002140	g5380.t1	g3684.t1
OG0002141	g5381.t1	g3685.t1
OG0002142	g5382.t1	g3686.t1
OG0002143	g5383.t1	g3687.t1
OG0002144	g5388.t1	g3955.t1
OG0002145	g5390.t1	g430.t1
OG0002146	g5391.t1	g2973.t1
OG0002147	g5392.t1	g3647.t1
OG0002148	g5401.t1	g2897.t1
OG0002149	g5402.t1, g5430.t1	
OG0002150	g5407.t1	g1534.t1
OG0002151	g5408.t1	g1535.t1
OG0002152	g5409.t1	g1536.t1
OG0002153	g5417.t1	g3485.t1
OG0002154	g5418.t1	g3486.t1
OG0002155	g5421.t1	g3487.t1
OG0002156	g5422.t1	g3488.t1
OG0002157	g5423.t1	g3489.t1
OG0002158	g5424.t1	g1965.t1
OG0002159	g5425.t1	g3851.t1
OG0002160	g5433.t1	g3491.t1
OG0002161	g5436.t1	g3492.t1
OG0002162	g5437.t1	g3493.t1
OG0002163	g5439.t1	g3499.t1
OG0002164	g5446.t1	g3853.t1
OG0002165	g5447.t1	g3502.t1
OG0002166	g5451.t1	g2635.t1
OG0002167	g5455.t1	g2133.t1
OG0002168	g5459.t1	g3939.t1
OG0002169	g5460.t1	g3940.t1
OG0002170	g5467.t1	g3609.t1
OG0002171	g5468.t1	g3610.t1
OG0002172	g5469.t1	g3611.t1
OG0002173	g5485.t1	g2060.t1
OG0002174		g19.t1, g343.t1
OG0002175		g1066.t1, g28.t1
OG0002176		g2259.t1, g33.t1
OG0002177		g36.t1, g3833.t1
OG0002178		g56.t1, g582.t1
OG0002179		g57.t1, g581.t1
OG0002180		g579.t1, g59.t1
OG0002181		g578.t1, g60.t1
OG0002182		g2812.t1, g66.t1
OG0002183		g1260.t1, g71.t1
OG0002184		g1258.t1, g73.t1
OG0002185		g1257.t1, g74.t1
OG0002186		g1256.t1, g75.t1
OG0002187		g1255.t1, g76.t1
OG0002188		g156.t1, g609.t1
OG0002189		g157.t1, g2707.t1
OG0002190		g174.t1, g285.t1
OG0002191		g1384.t1, g198.t1
OG0002192		g2571.t1, g303.t1
OG0002193		g1907.t1, g304.t1
OG0002194		g320.t1, g4029.t1
OG0002195		g1808.t1, g401.t1
OG0002196		g1357.t1, g439.t1
OG0002197		g3362.t1, g530.t1
OG0002198		g1541.t1, g572.t1
OG0002199		g2943.t1, g576.t1
OG0002200		g613.t1, g615.t1
OG0002201		g614.t1, g616.t1
OG0002202		g2829.t1, g645.t1
OG0002203		g1675.t1, g681.t1
OG0002204		g1676.t1, g682.t1
OG0002205		g1009.t1, g728.t1
OG0002206		g742.t1, g743.t1
OG0002207		g1631.t1, g786.t1
OG0002208		g3564.t1, g804.t1
OG0002209		g1823.t1, g823.t1
OG0002210		g825.t1, g938.t1
OG0002211		g2444.t1, g829.t1
OG0002212		g841.t1, g953.t1
OG0002213		g848.t1, g961.t1
OG0002214		g850.t1, g963.t1
OG0002215		g851.t1, g964.t1
OG0002216		g2580.t1, g878.t1
OG0002217		g2735.t1, g905.t1
OG0002218		g3241.t1, g907.t1
OG0002219		g2458.t1, g940.t1
OG0002220		g2457.t1, g941.t1
OG0002221		g2455.t1, g943.t1
OG0002222		g2454.t1, g944.t1
OG0002223		g2453.t1, g946.t1
OG0002224		g2451.t1, g947.t1
OG0002225		g2450.t1, g948.t1
OG0002226		g2449.t1, g949.t1
OG0002227		g2447.t1, g951.t1
OG0002228		g2446.t1, g952.t1
OG0002229		g2416.t1, g979.t1
OG0002230		g1032.t1, g2157.t1
OG0002231		g1050.t1, g3111.t1
OG0002232		g1052.t1, g3781.t1
OG0002233		g1072.t1, g3567.t1
OG0002234		g1106.t1, g3408.t1
OG0002235		g1178.t1, g1691.t1
OG0002236		g1181.t1, g1680.t1
OG0002237		g1208.t1, g2140.t1
OG0002238		g1223.t1, g4001.t1
OG0002239		g1227.t1, g1270.t1
OG0002240		g1248.t1, g3372.t1
OG0002241		g1272.t1, g1274.t1
OG0002242		g1278.t1, g1279.t1
OG0002243		g1283.t1, g3310.t1
OG0002244		g1304.t1, g2679.t1
OG0002245		g1346.t1, g2271.t1
OG0002246		g1375.t1, g3343.t1
OG0002247		g1426.t1, g1674.t1
OG0002248		g1427.t1, g1673.t1
OG0002249		g1430.t1, g1671.t1
OG0002250		g1637.t1, g2598.t1
OG0002251		g1682.t1, g2893.t1
OG0002252		g1734.t1, g2698.t1
OG0002253		g1738.t1, g2545.t1
OG0002254		g1742.t1, g1751.t1
OG0002255		g1809.t1, g1812.t1
OG0002256		g1814.t1, g3054.t1
OG0002257		g1852.t1, g4034.t1
OG0002258		g1871.t1, g2566.t1
OG0002259		g1903.t1, g2292.t1
OG0002260		g1905.t1, g1908.t1
OG0002261		g1913.t1, g2300.t1
OG0002262		g1919.t1, g2306.t1
OG0002263		g1920.t1, g2305.t1
OG0002264		g1921.t1, g3018.t1
OG0002265		g1983.t1, g3862.t1
OG0002266		g2001.t1, g3797.t1
OG0002267		g2014.t1, g2015.t1
OG0002268		g2197.t1, g2198.t1
OG0002269		g2251.t1, g2337.t1
OG0002270		g2252.t1, g2253.t1
OG0002271		g2344.t1, g2345.t1
OG0002272		g2381.t1, g2810.t1
OG0002273		g2479.t1, g3165.t1
OG0002274		g2511.t1, g3915.t1
OG0002275		g2512.t1, g3916.t1
OG0002276		g2541.t1, g3248.t1
OG0002277		g2557.t1, g2626.t1
OG0002278		g2558.t1, g2628.t1
OG0002279		g2559.t1, g2627.t1
OG0002280		g2631.t1, g3037.t1
OG0002281		g2660.t1, g2811.t1
OG0002282		g2761.t1, g3729.t1
OG0002283		g2764.t1, g3549.t1
OG0002284		g2802.t1, g2872.t1
OG0002285		g2819.t1, g4013.t1
OG0002286		g2835.t1, g3532.t1
OG0002287		g2939.t1, g3002.t1
OG0002288		g2964.t1, g4069.t1
OG0002289		g2970.t1, g3727.t1
OG0002290		g3283.t1, g3284.t1
OG0002291		g3344.t1, g3605.t1
OG0002292		g3413.t1, g4015.t1
OG0002293		g3435.t1, g4081.t1
OG0002294		g3476.t1, g3477.t1
OG0002295		g3588.t1, g3644.t1
OG0002296		g3768.t1, g3769.t1
OG0002297		g3778.t1, g3779.t1
